,account_length,voice_mail_messages,customer_service_calls,international_plan,day_calls,day_charge,evening_calls,evening_charge,night_calls,night_charge,international_calls,international_charge,total_charge,churn
2467,3,0,1,1,96,27.37,82,20.82,103,8.14,6,2.08,58.41,0
2468,152,41,1,1,128,24.96,96,24.28,80,9.61,2,1.16,60.01,1
2469,48,0,3,0,146,25.36,109,13.76,109,8.91,2,2.24,50.27,0
2470,189,0,3,0,124,38.73,112,14.41,91,9.05,4,1.51,63.7,0
2471,95,23,0,0,87,27.25,101,17.2,122,8.6,3,2.0,55.05,0
2472,129,0,1,0,120,23.43,110,19.19,95,6.53,6,2.75,51.9,1
2473,66,40,0,0,87,24.09,89,22.81,68,10.86,7,2.3,60.06,0
2474,80,22,0,0,115,33.39,109,12.78,75,7.93,1,2.51,56.61,0
2475,1,0,1,0,74,29.78,79,12.89,109,10.37,3,1.43,54.47,0
2476,84,0,1,0,133,24.96,73,14.59,69,10.55,3,2.67,52.77,0
2477,96,0,1,0,111,29.56,105,24.43,91,9.22,7,2.46,65.67,0
2478,123,34,1,0,80,51.88,109,13.3,81,12.6,7,3.56,81.34,0
2479,116,29,3,1,91,27.59,79,23.74,131,8.67,2,3.16,63.16,1
2480,105,0,3,1,106,25.5,123,24.97,65,11.28,7,2.78,64.53,0
2481,80,0,1,0,114,33.58,119,17.59,109,7.36,4,3.05,61.58,0
2482,157,0,2,0,67,40.83,98,13.01,72,11.21,6,2.75,67.8,0
2483,67,30,2,0,117,31.65,76,24.37,113,7.39,3,3.48,66.89,0
2484,141,39,0,0,127,19.87,88,23.5,125,13.05,2,3.32,59.74,0
2485,79,17,1,0,95,40.24,56,22.4,107,11.68,4,3.24,77.56,0
2486,76,0,0,0,93,29.44,80,11.15,104,7.69,3,1.46,49.74,0
2487,111,0,0,0,114,25.87,102,11.66,97,8.37,3,2.65,48.55,0
2488,94,0,0,0,135,30.82,108,15.5,103,8.13,2,1.81,56.26,0
2489,143,0,4,0,72,28.53,99,17.94,109,6.91,6,2.84,56.22,1
2490,109,0,1,0,125,29.82,87,21.31,74,13.02,9,2.65,66.8,0
2491,138,0,2,0,112,14.89,107,22.69,104,9.66,10,2.65,49.89,0
2492,73,0,0,0,45,34.56,87,12.06,71,9.03,6,2.3,57.95,0
2493,21,0,5,0,95,15.74,70,13.76,78,12.83,3,3.05,45.38,1
2494,148,21,1,0,135,44.69,96,12.71,109,6.32,4,2.19,65.91,0
2495,103,0,1,0,91,27.34,82,13.24,103,11.44,3,2.3,54.32,0
2496,143,22,1,0,116,24.11,99,14.22,130,8.01,3,2.11,48.45,0
2497,79,32,2,0,62,8.6,87,17.12,121,6.61,4,1.13,33.46,0
2498,89,0,1,0,59,22.93,152,13.26,112,8.89,5,2.75,47.83,0
2499,120,0,1,0,110,42.86,103,19.22,83,7.0,3,3.73,72.81,0
2500,121,41,1,0,95,36.64,92,20.55,108,6.61,3,2.59,66.39,0
2501,101,0,0,0,66,21.22,85,21.86,115,8.69,4,3.62,55.39,0
2502,115,0,2,0,114,30.38,96,23.04,94,11.07,5,4.43,68.92,0
2503,168,0,2,0,131,31.14,73,15.23,100,13.18,5,2.67,62.22,0
2504,90,0,1,0,96,28.48,104,11.82,87,6.23,1,3.51,50.04,0
2505,70,0,3,0,105,25.01,135,17.0,65,10.57,9,3.38,55.96,0
2506,138,0,1,0,107,39.12,120,18.02,119,7.87,4,3.56,68.57,0
2507,43,0,0,0,125,23.09,88,13.87,106,10.34,3,3.4,50.7,0
2508,117,20,2,0,98,34.97,107,11.57,147,7.17,3,2.35,56.06,0
2509,108,0,2,0,105,12.55,114,12.19,98,7.66,3,2.94,35.34,0
2510,118,0,2,0,119,32.18,112,19.85,104,12.19,1,2.7,66.92,0
2511,169,0,3,0,115,25.02,123,13.76,103,6.39,6,1.94,47.11,0
2512,62,42,0,0,95,23.34,94,15.66,70,10.41,3,2.75,52.16,0
2513,86,0,2,0,125,12.02,113,17.94,107,7.86,0,0.0,37.82,0
2514,44,0,0,0,117,34.78,94,17.44,84,7.41,5,2.89,62.52,0
2515,111,0,5,0,88,20.93,84,18.18,88,8.32,2,3.24,50.67,1
2516,127,19,2,0,115,22.05,101,13.67,63,11.93,3,3.29,50.94,0
2517,151,0,0,1,70,33.78,106,17.81,126,12.69,4,3.35,67.63,0
2518,53,0,2,0,116,24.67,82,19.86,95,9.39,5,2.13,56.05,0
2519,15,0,2,0,101,22.98,79,12.96,83,10.12,5,2.27,48.33,0
2520,123,28,1,0,105,21.2,78,21.28,128,9.74,8,2.11,54.33,0
2521,137,0,1,0,76,36.7,118,12.36,129,8.41,4,3.27,60.74,0
2522,106,0,2,0,142,20.26,139,19.41,61,8.91,9,2.27,50.85,0
2523,88,0,3,0,116,24.53,74,13.29,90,9.66,10,2.11,49.59,0
2524,106,0,1,0,121,39.98,87,18.75,91,10.63,4,3.19,72.55,0
2525,95,0,0,0,57,29.58,118,23.89,94,8.87,2,2.62,64.96,0
2526,57,0,0,1,65,19.55,96,10.4,75,11.03,1,1.73,42.71,1
2527,184,0,2,0,93,25.79,77,15.17,111,10.31,8,3.54,54.81,0
2528,109,0,3,0,102,26.03,77,19.9,74,14.81,9,2.67,63.41,0
2529,127,0,2,0,93,37.16,130,12.74,131,9.21,5,2.48,61.59,0
2530,82,0,2,0,122,45.08,102,15.19,90,7.86,9,2.89,71.02,0
2531,180,0,1,0,134,24.36,113,15.34,87,8.29,4,2.73,50.72,0
2532,174,0,2,0,98,32.35,70,21.48,97,9.93,9,1.94,65.7,0
2533,92,0,2,0,60,31.4,73,22.27,120,10.78,6,3.32,67.77,1
2534,81,0,1,0,99,19.6,117,19.1,98,6.86,2,4.86,50.42,0
2535,125,0,2,0,108,19.21,107,14.38,61,7.05,5,2.48,43.12,1
2536,119,0,0,0,100,50.01,53,19.76,64,8.78,1,2.43,80.98,1
2537,122,0,3,0,86,36.65,59,14.26,67,9.32,8,1.73,61.96,0
2538,34,0,1,0,80,21.9,93,17.74,103,9.09,7,3.78,52.51,0
2539,138,28,3,1,117,35.9,98,26.56,118,8.01,2,2.89,73.36,1
2540,90,24,1,0,82,12.1,103,15.44,111,8.41,1,3.48,39.43,0
2541,73,0,2,0,121,16.13,83,21.52,86,7.88,2,3.83,49.36,0
2542,19,0,1,0,116,44.1,109,22.92,130,7.89,3,2.57,77.48,1
2543,120,28,1,0,123,36.69,76,24.24,78,8.64,3,1.86,71.43,0
2544,160,0,3,0,113,16.58,69,22.79,62,11.49,4,3.56,54.42,0
2545,141,0,0,0,121,24.91,125,14.44,112,10.75,5,2.21,52.31,0
2546,90,0,2,0,72,26.84,93,19.89,86,9.45,5,3.29,59.47,0
2547,72,0,2,0,117,23.78,96,19.01,93,10.84,4,3.43,57.06,0
2548,117,21,1,0,112,26.04,110,22.38,85,6.08,7,3.21,57.71,0
2549,79,0,2,1,134,17.6,111,27.14,124,10.8,4,2.27,57.81,0
2550,87,0,1,0,119,31.59,83,16.35,96,9.0,4,1.78,58.72,0
2551,102,0,1,0,56,22.02,118,30.11,93,6.55,3,2.94,61.62,0
2552,49,0,1,0,91,40.22,146,18.78,114,6.61,2,2.4,68.01,0
2553,67,0,6,0,107,44.27,104,17.7,115,9.36,2,2.7,74.03,0
2554,107,0,2,0,100,28.44,79,13.93,100,8.37,5,1.81,52.55,0
2555,190,0,2,0,101,30.97,95,18.05,123,10.49,4,2.51,62.02,0
2556,118,0,2,0,80,19.21,87,12.76,115,9.19,4,2.92,44.08,0
2557,120,0,0,0,133,31.57,149,19.98,78,11.54,6,4.56,67.65,0
2558,94,0,0,0,114,23.15,118,14.03,71,6.21,5,2.59,45.98,0
2559,115,29,1,0,81,37.84,109,16.18,87,9.05,2,3.11,66.18,0
2560,61,0,1,0,67,33.54,106,22.48,116,9.47,6,2.43,67.92,0
2561,143,33,1,0,130,24.04,114,15.84,111,9.45,6,2.08,51.41,0
2562,110,0,1,0,69,35.36,94,8.08,129,8.03,11,2.16,53.63,0
2563,104,0,1,0,92,20.15,109,15.11,98,11.51,4,3.27,50.04,0
2564,16,0,1,0,65,26.04,90,19.52,94,6.67,8,2.89,55.12,0
2565,183,0,0,0,87,18.41,116,15.61,109,7.95,2,3.65,45.62,0
2566,147,0,2,0,92,28.66,107,15.95,95,9.74,8,3.89,58.24,0
2567,58,0,2,0,116,42.02,103,25.81,94,4.74,2,2.51,75.08,1
2568,102,0,3,1,81,38.11,90,20.68,66,6.65,8,3.24,68.68,0
2569,123,0,3,0,98,28.37,77,18.85,114,10.98,4,3.46,61.66,0
2570,64,43,1,0,100,20.13,108,12.25,91,7.11,6,2.3,41.79,0
2571,103,0,2,0,62,32.45,53,19.26,96,10.35,3,2.11,64.17,0
2572,152,0,1,0,60,54.03,100,13.0,63,5.55,7,2.81,75.39,1
2573,124,0,1,0,112,53.04,109,15.3,94,7.59,4,3.46,79.39,1
2574,97,0,1,0,121,24.82,141,17.26,120,6.83,2,3.59,52.5,0
2575,131,0,1,0,95,22.37,109,15.24,129,11.3,3,4.19,53.1,1
2576,57,33,2,0,105,32.88,79,19.69,90,10.18,11,3.0,65.75,0
2577,157,0,2,0,92,31.47,85,18.11,85,8.82,5,2.3,60.7,0
2578,194,0,0,0,106,32.86,150,14.37,122,10.13,4,3.19,60.55,0
2579,66,0,1,0,107,24.89,99,16.7,106,10.35,2,2.11,54.05,0
2580,155,0,0,0,90,12.1,119,25.87,103,8.25,4,2.32,48.54,0
2581,123,0,4,0,104,20.94,117,16.15,95,7.66,5,3.48,48.23,1
2582,116,0,2,0,90,34.85,114,11.98,96,12.27,4,2.03,61.13,0
2583,63,0,1,0,78,21.88,133,20.47,121,10.7,6,3.46,56.51,0
2584,64,0,3,0,78,36.87,115,17.94,116,8.09,5,3.08,65.98,0
2585,96,0,3,0,122,25.5,116,18.57,89,9.56,1,2.65,56.28,0
2586,53,0,1,0,106,27.9,56,17.51,124,8.76,2,3.08,57.25,0
2587,105,0,3,0,113,36.04,128,19.26,114,8.71,7,2.4,66.41,0
2588,53,37,2,0,99,28.44,99,16.55,112,10.65,9,3.24,58.88,0
2589,101,0,1,0,130,26.25,101,18.46,52,8.34,4,3.75,56.8,0
2590,129,30,3,0,95,30.14,102,18.0,108,10.81,7,2.51,61.46,0
2591,122,0,1,0,141,39.3,136,22.76,100,10.81,5,2.38,75.25,1
2592,163,0,5,0,100,34.49,46,15.18,116,9.17,3,3.46,62.3,0
2593,93,0,0,0,120,25.43,85,17.06,107,8.15,9,3.86,54.5,0
2594,115,0,1,1,81,58.7,106,17.29,107,9.79,8,3.19,88.97,1
2595,25,0,1,0,80,45.03,66,23.9,80,7.47,4,2.27,78.67,1
2596,73,0,1,0,92,20.74,114,11.76,128,10.09,5,1.57,44.16,0
2597,120,0,2,0,88,30.12,99,22.98,90,10.42,2,3.78,67.3,0
2598,196,0,1,0,80,22.63,120,17.55,96,9.97,8,2.78,52.93,0
2599,97,0,0,0,90,38.27,127,23.76,103,10.52,4,2.38,74.93,1
2600,148,0,1,0,120,35.43,99,14.82,105,13.98,4,3.02,67.25,0
2601,85,30,1,0,107,29.43,101,21.01,104,7.14,5,3.11,60.69,0
2602,86,0,2,1,131,27.61,102,14.2,118,5.8,2,3.08,50.69,1
2603,78,13,2,0,93,47.8,101,15.15,129,10.99,5,1.73,75.67,0
2604,106,0,3,0,89,35.41,67,14.4,90,4.59,4,4.29,58.69,0
2605,147,38,2,0,126,41.38,109,23.27,91,12.73,8,3.81,81.19,0
2606,145,0,1,0,89,38.11,121,26.77,121,8.23,3,4.35,77.46,1
2607,91,0,3,0,100,32.18,107,20.34,89,4.04,3,2.67,59.23,0
2608,81,46,4,0,124,28.61,103,23.03,98,10.01,2,1.81,63.46,0
2609,116,24,1,0,90,39.59,94,12.93,82,15.49,6,2.89,70.9,0
2610,69,37,1,0,98,26.35,105,12.1,117,6.47,4,1.59,46.51,0
2611,135,0,0,0,130,26.25,90,17.32,59,7.14,3,3.19,53.9,0
2612,73,0,2,0,102,39.9,110,16.63,71,11.4,8,2.27,70.2,0
2613,48,0,1,0,88,40.8,117,11.99,137,5.8,9,1.92,60.51,0
2614,125,0,0,1,78,50.73,142,22.99,84,4.83,2,3.29,81.84,1
2615,100,0,1,0,102,28.22,97,20.07,93,6.04,4,2.94,57.27,0
2616,165,33,0,0,140,18.97,111,18.13,115,12.04,3,4.32,53.46,0
2617,64,0,2,0,98,29.67,103,15.32,89,8.06,2,2.89,55.94,0
2618,116,27,1,1,137,29.84,60,17.9,121,13.27,5,1.86,62.87,0
2619,147,35,3,1,109,26.78,67,16.12,76,10.22,2,3.0,56.12,1
2620,115,0,1,0,113,35.05,102,14.99,119,13.37,7,2.97,66.38,0
2621,84,35,4,0,138,35.28,116,17.09,107,7.4,16,2.03,61.8,0
2622,86,16,4,0,105,24.62,111,17.53,117,11.49,2,3.13,56.77,0
2623,134,0,2,0,85,44.0,114,11.01,106,8.71,7,2.94,66.66,0
2624,105,0,0,0,106,38.57,77,15.49,107,9.18,2,3.13,66.37,1
2625,88,0,2,0,119,25.99,107,14.55,106,11.57,5,3.24,55.35,0
2626,90,27,2,0,51,26.64,118,20.1,111,5.54,6,3.4,55.68,0
2627,86,0,1,0,85,25.64,88,25.15,104,11.12,1,3.38,65.29,0
2628,37,0,4,0,126,37.57,110,17.38,98,5.31,3,1.84,62.1,0
2629,141,32,1,0,92,54.81,107,24.07,111,9.43,3,1.81,90.12,1
2630,148,0,2,0,148,26.11,87,22.28,99,10.15,3,2.65,61.19,0
2631,163,22,2,0,91,36.57,102,11.81,109,6.58,2,3.35,58.31,0
2632,89,35,1,0,108,29.65,100,16.72,74,5.73,3,3.19,55.29,0
2633,63,0,0,0,126,30.69,98,19.55,73,10.46,3,2.86,63.56,0
2634,102,0,2,0,106,20.93,102,15.47,75,11.01,7,3.4,50.81,0
2635,76,0,1,0,94,28.17,80,21.88,114,7.69,4,2.7,60.44,0
2636,104,0,2,0,92,34.03,87,10.09,65,10.65,6,1.62,56.39,0
2637,109,0,3,0,82,26.32,109,24.45,80,9.38,9,1.59,61.74,0
2638,105,0,2,0,116,21.32,95,22.23,104,10.87,9,3.08,57.5,0
2639,63,33,1,0,111,31.31,89,26.57,55,11.88,4,3.29,73.05,0
2640,105,24,3,0,99,46.7,118,16.45,109,13.48,3,2.92,79.55,0
2641,68,39,1,1,140,24.14,89,20.54,72,13.59,5,3.05,61.32,0
2642,63,21,1,1,99,25.76,89,12.56,114,9.47,4,2.7,50.49,0
2643,74,0,3,0,114,21.22,121,11.31,85,7.21,7,2.86,42.6,0
2644,76,0,0,0,85,30.46,66,18.95,113,8.47,2,3.35,61.23,0
2645,91,0,2,1,110,41.89,98,15.47,106,7.09,2,3.27,67.72,1
2646,101,0,5,0,114,39.56,123,15.84,122,6.9,6,3.11,65.41,0
2647,116,0,0,0,120,48.96,90,21.74,99,10.5,4,3.62,84.82,1
2648,131,23,1,0,145,29.04,93,20.12,100,13.25,1,3.43,65.84,0
2649,84,0,1,0,114,36.74,107,16.79,104,9.8,3,2.65,65.98,0
2650,104,0,2,0,100,23.58,58,18.31,98,7.39,4,1.32,50.6,0
2651,108,0,3,0,112,35.82,73,20.29,90,11.41,5,2.48,70.0,0
2652,111,0,0,0,117,30.91,91,13.44,123,11.98,9,2.62,58.95,0
2653,155,30,1,0,103,10.47,110,21.68,96,10.17,5,3.35,45.67,0
2654,66,0,1,0,85,35.31,112,16.72,83,11.78,3,1.84,65.65,0
2655,64,0,1,0,73,37.26,65,14.2,119,7.26,5,2.7,61.42,0
2656,69,0,2,0,122,38.59,111,21.99,87,7.64,1,2.4,70.62,0
2657,116,0,3,0,73,41.8,87,20.41,89,7.14,5,2.4,71.75,0
2658,101,0,0,0,84,43.74,115,15.71,109,4.9,7,3.65,68.0,0
2659,15,0,2,0,130,20.59,86,18.36,33,10.58,5,4.35,53.88,0
2660,88,0,4,0,136,51.26,72,21.9,118,5.98,2,3.62,82.76,1
2661,197,0,0,0,96,39.76,111,18.61,109,8.23,3,2.57,69.17,0
2662,50,0,2,1,108,16.93,102,26.24,62,7.25,6,3.7,54.12,1
2663,172,0,2,0,123,28.87,94,15.56,72,17.77,7,3.43,65.63,0
2664,188,26,1,1,115,33.8,67,14.16,118,8.93,3,3.89,60.78,1
2665,85,0,3,1,86,19.75,127,19.52,109,9.19,3,2.73,51.19,0
2666,103,0,1,1,128,43.5,92,11.98,130,13.9,2,3.27,72.65,1
2667,136,27,3,0,84,31.91,147,18.79,110,6.56,4,2.7,59.96,0
2668,155,21,0,0,91,33.3,84,18.18,111,3.97,4,2.32,57.77,0
2669,145,0,2,0,97,22.0,101,15.76,106,9.21,2,0.3,47.27,0
2670,116,12,2,0,108,37.57,118,12.84,80,8.06,6,2.43,60.9,0
2671,152,0,2,0,92,23.89,96,15.88,89,10.22,5,2.57,52.56,0
2672,65,0,0,1,123,47.24,112,13.24,71,11.56,10,2.48,74.52,1
2673,180,0,3,0,105,38.23,101,21.25,73,9.72,5,1.81,71.01,1
2674,67,0,0,0,117,18.55,124,18.48,141,8.48,6,3.46,48.97,0
2675,60,0,0,0,109,35.33,112,10.5,115,13.12,9,1.54,60.49,0
2676,138,0,0,0,96,35.0,94,21.85,63,9.4,8,3.27,69.52,0
2677,44,0,4,0,139,52.46,94,12.82,66,8.94,3,1.97,76.19,1
2678,25,0,2,0,69,41.24,117,17.77,82,9.89,6,3.89,72.79,0
2679,145,0,1,0,82,39.03,103,11.74,109,11.29,3,0.89,62.95,0
2680,122,28,2,0,62,28.22,88,19.88,84,7.65,3,2.08,57.83,0
2681,121,0,0,0,126,24.62,82,17.05,81,9.4,9,3.59,54.66,1
2682,55,0,0,1,77,18.04,100,10.5,92,4.34,3,3.48,36.36,0
2683,77,0,1,0,84,37.71,125,14.11,72,9.46,4,3.56,64.84,0
2684,12,0,2,0,98,34.78,90,18.06,95,8.19,7,2.65,63.68,0
2685,64,0,3,0,93,36.3,114,14.16,78,5.49,3,3.81,59.76,0
2686,92,44,2,0,95,25.84,73,23.37,121,7.31,1,2.7,59.22,0
2687,125,29,1,1,81,44.34,112,13.91,117,12.23,6,4.59,75.07,1
2688,160,0,1,0,117,28.29,129,26.95,121,7.22,2,2.7,65.16,0
2689,79,0,0,0,83,30.24,84,14.22,142,10.07,8,4.1,58.63,0
2690,36,0,3,0,97,39.97,104,16.73,110,11.69,7,1.89,70.28,0
2691,102,0,2,0,92,31.76,123,14.76,131,11.29,4,2.62,60.43,0
2692,138,0,1,1,81,45.63,115,14.82,96,8.71,4,3.13,72.29,0
2693,164,0,3,0,95,32.66,94,21.23,100,5.97,3,1.97,61.83,0
2694,125,0,0,0,82,40.92,85,22.9,74,8.42,3,2.73,74.97,1
2695,72,0,2,0,113,30.58,112,12.73,79,7.57,7,2.65,53.53,0
2696,74,0,3,0,86,53.4,99,18.9,121,11.66,5,3.32,87.28,1
2697,134,41,0,0,82,27.54,77,27.6,112,7.2,5,3.21,65.55,0
2698,145,0,1,0,89,29.89,119,23.32,69,10.2,4,3.35,66.76,0
2699,136,0,0,0,91,18.6,111,17.64,107,6.08,5,3.13,45.45,0
2700,209,0,3,0,124,43.37,110,19.6,69,9.81,5,2.3,75.08,1
2701,66,0,3,1,84,35.48,88,14.73,107,11.91,3,2.24,64.36,0
2702,152,20,1,0,108,36.48,82,8.21,145,7.68,5,2.13,54.5,0
2703,162,0,1,0,121,8.36,136,12.23,97,9.14,13,3.27,33.0,0
2704,72,0,2,0,133,24.02,96,11.47,97,10.24,3,3.02,48.75,0
2705,101,0,4,0,89,43.04,114,20.22,85,6.94,7,2.62,72.82,0
2706,125,0,0,0,128,35.02,71,16.84,116,6.12,3,3.56,61.54,0
2707,46,0,2,0,105,6.87,83,14.65,89,6.53,2,2.43,30.48,0
2708,132,0,1,0,104,49.5,132,19.91,87,8.63,3,2.4,80.44,1
2709,193,31,0,0,58,12.1,105,10.6,108,7.0,3,3.16,32.86,0
2710,63,0,0,0,69,44.51,135,20.83,94,9.09,4,3.97,78.4,1
2711,124,0,1,0,134,32.52,113,22.23,111,8.2,3,2.7,65.65,0
2712,144,0,0,0,101,22.66,127,21.72,68,10.29,2,3.13,57.8,0
2713,116,24,2,0,138,31.21,90,17.32,89,7.51,3,1.62,57.66,0
2714,189,30,1,0,116,26.38,50,16.62,108,7.65,6,4.16,54.81,0
2715,97,28,1,0,93,48.13,98,15.76,78,14.08,8,1.65,79.62,0
2716,137,50,2,0,94,31.71,106,15.13,100,9.7,4,3.27,59.81,0
2717,142,38,0,0,104,27.76,114,11.56,127,11.21,6,1.16,51.69,0
2718,84,0,1,0,125,34.58,88,15.55,121,9.62,2,3.73,63.48,0
2719,119,19,1,0,110,30.28,100,18.09,123,10.18,6,2.7,61.25,0
2720,158,0,1,0,103,33.3,95,7.57,82,13.6,3,2.78,57.25,0
2721,50,0,1,0,127,50.2,100,10.83,105,7.51,6,2.59,71.13,0
2722,98,0,2,0,82,23.14,118,13.29,83,7.15,5,2.73,46.31,0
2723,101,24,2,0,95,19.4,86,13.73,90,7.93,9,3.51,44.57,0
2724,182,0,2,0,124,47.45,108,15.34,104,9.79,11,2.57,75.15,1
2725,51,0,0,0,111,28.78,69,11.86,87,8.87,3,3.24,52.75,0
2726,117,0,2,0,94,36.45,149,11.73,102,6.69,1,2.67,57.54,0
2727,92,0,0,1,125,43.49,111,12.13,101,8.15,3,3.16,66.93,0
2728,86,0,2,0,71,25.19,91,24.23,155,7.49,3,1.67,58.58,0
2729,122,0,2,0,93,20.28,103,19.03,122,9.54,4,2.35,51.2,0
2730,156,27,1,0,137,32.69,115,16.99,112,10.99,8,4.0,64.67,0
2731,127,0,0,0,91,41.68,92,18.46,128,10.94,6,3.75,74.83,1
2732,130,0,5,1,106,36.75,86,30.91,123,5.7,2,4.56,77.92,1
2733,158,0,2,0,114,29.31,69,21.81,104,10.59,0,0.0,61.71,0
2734,145,30,1,1,107,29.8,116,13.03,85,10.51,3,3.0,56.34,0
2735,90,26,0,1,104,28.73,104,16.05,76,9.6,3,3.59,57.97,1
2736,127,27,3,0,113,0.44,102,21.59,156,10.92,5,2.48,35.43,0
2737,109,0,1,0,143,31.3,105,17.99,116,10.93,2,2.67,62.89,0
2738,88,0,1,0,90,30.92,87,12.88,100,6.44,3,2.03,52.27,0
2739,101,9,0,0,116,27.22,121,17.85,65,6.26,9,2.92,54.25,0
2740,171,0,0,0,122,32.27,85,14.76,84,11.57,1,2.78,61.38,0
2741,21,0,1,0,142,37.94,114,18.4,111,9.66,2,3.35,69.35,0
2742,145,31,2,0,94,36.72,123,19.13,109,10.56,1,2.89,69.3,0
2743,90,0,2,0,124,33.75,100,22.66,80,10.95,7,2.16,69.52,0
2744,33,0,1,0,115,27.12,118,16.61,86,4.61,7,1.92,50.26,0
2745,61,40,2,0,78,17.85,100,15.35,115,7.83,2,2.75,43.78,1
2746,107,0,3,0,108,34.77,110,13.8,102,6.98,1,3.62,59.17,0
2747,147,0,0,0,92,46.58,82,19.7,83,12.76,1,1.67,80.71,1
2748,117,0,2,0,84,26.98,91,15.44,67,7.98,10,2.08,52.48,0
2749,95,0,1,0,116,39.08,110,17.2,105,7.71,6,3.83,67.82,0
2750,186,0,1,0,97,23.43,118,15.95,85,6.59,6,2.35,48.32,0
2751,128,0,0,0,94,30.5,92,22.98,88,8.59,4,2.13,64.2,0
2752,55,39,3,0,101,23.68,117,15.16,104,11.09,1,2.19,52.12,0
2753,134,0,2,0,86,1.33,100,14.57,80,8.39,2,3.48,27.77,0
2754,96,23,1,0,88,31.13,89,12.53,108,15.76,7,3.05,62.47,0
2755,107,0,0,0,79,35.17,117,22.3,69,6.72,3,2.89,67.08,0
2756,123,0,2,0,106,23.8,101,13.06,87,2.25,1,3.38,42.49,0
2757,35,0,2,0,59,30.46,101,24.08,83,12.84,7,1.57,68.95,0
2758,74,0,0,0,136,30.16,104,20.43,133,10.68,3,3.24,64.51,0
2759,130,0,1,0,129,19.65,104,14.26,124,6.38,9,3.4,43.69,0
2760,137,0,0,1,103,40.34,84,15.02,81,11.85,4,3.83,71.04,1
2761,88,0,1,0,116,30.86,119,15.9,96,9.91,7,2.84,59.51,0
2762,80,0,3,0,90,8.76,98,13.94,80,7.62,4,2.57,32.89,0
2763,116,19,3,0,104,26.47,118,15.76,116,8.67,2,2.21,53.11,0
2764,123,23,2,0,88,41.65,105,22.53,108,10.79,3,4.02,78.99,0
2765,120,0,1,0,99,22.39,109,13.86,116,9.05,3,2.89,48.19,0
2766,146,0,1,1,126,18.89,95,26.64,82,9.71,6,2.84,58.08,0
2767,106,9,3,0,100,15.05,109,27.61,86,3.6,4,2.21,48.47,0
2768,121,44,1,0,85,19.72,120,12.76,98,11.11,2,3.24,46.83,0
2769,137,0,1,0,81,26.44,94,11.31,77,11.39,2,2.46,51.6,0
2770,84,30,2,0,65,18.11,108,19.18,61,8.49,3,1.54,47.32,0
2771,67,31,1,0,68,29.78,73,16.93,99,9.89,6,3.56,60.16,0
2772,161,0,4,0,84,26.3,125,15.11,90,7.78,2,1.59,50.78,1
2773,134,34,2,0,105,42.02,133,19.17,76,8.38,5,1.65,71.22,1
2774,62,32,0,1,93,37.13,132,20.12,137,8.65,3,3.56,69.46,1
2775,120,24,1,0,81,38.68,71,19.97,128,7.49,13,2.43,68.57,0
2776,130,30,0,0,117,31.45,141,21.21,103,7.1,7,2.0,61.76,0
2777,20,0,2,0,89,31.76,51,21.54,105,12.29,6,3.32,68.91,0
2778,68,0,1,0,119,27.0,105,18.0,101,8.91,3,2.78,56.69,0
2779,112,0,0,0,150,35.48,104,18.09,98,8.01,4,2.3,63.88,0
2780,77,0,3,0,95,31.6,98,18.02,81,12.7,4,3.05,65.37,0
2781,109,0,2,0,74,37.83,75,14.42,94,11.89,3,2.43,66.57,0
2782,108,0,3,0,101,34.19,86,14.51,113,10.68,3,3.13,62.51,0
2783,79,17,1,0,114,28.54,93,20.71,114,9.54,2,2.46,61.25,0
2784,119,0,3,0,88,40.65,79,20.7,92,10.39,3,2.94,74.68,1
2785,38,0,5,0,109,29.87,97,18.0,109,6.21,3,2.48,56.56,1
2786,109,29,6,0,90,18.9,98,22.4,128,10.11,6,2.43,53.84,1
2787,78,0,1,0,74,14.91,58,18.26,147,9.06,6,2.92,45.15,0
2788,134,0,0,0,99,41.5,111,20.99,133,9.0,2,1.94,73.43,0
2789,47,27,2,0,89,28.05,118,10.82,95,12.8,4,2.08,53.75,0
2790,59,27,0,0,110,21.66,99,8.78,73,7.39,3,2.46,40.29,0
2791,151,0,0,0,106,33.12,103,24.88,82,10.11,3,1.49,69.6,0
2792,129,0,1,0,131,9.3,105,21.77,135,7.95,4,3.0,42.02,0
2793,107,27,2,0,104,48.18,152,19.05,63,10.86,7,3.89,81.98,0
2794,137,0,0,1,112,43.86,117,20.95,100,7.79,3,2.94,75.54,1
2795,76,0,1,0,142,15.39,75,17.99,76,8.77,2,2.51,44.66,0
2796,24,0,0,0,132,40.05,129,9.85,136,8.34,2,4.37,62.61,0
2797,169,0,2,0,82,24.23,110,19.67,67,5.9,4,2.7,52.5,0
2798,30,0,1,0,68,9.18,96,15.24,101,11.12,8,2.75,38.29,0
2799,70,0,3,0,87,36.52,114,11.14,104,9.76,3,2.54,59.96,0
2800,52,0,0,1,118,42.74,80,16.71,53,8.64,2,2.97,71.06,1
2801,3,0,4,0,99,23.63,108,21.31,87,12.88,3,1.65,59.47,0
2802,38,0,2,0,114,19.94,105,17.74,98,9.15,2,3.89,50.72,0
2803,104,0,3,0,108,44.88,75,11.24,91,8.0,8,2.86,66.98,0
2804,27,0,1,0,105,14.04,99,17.34,122,10.09,4,2.46,43.93,0
2805,166,28,1,1,126,29.89,76,21.56,72,5.78,5,3.08,60.31,0
